song,artist,album,producer,release_date,featured_artist,line_index,section,active_artist,text,primary_tone,secondary_tone,flow_vector,rhyme_word,rhyme_class,syllable_count,stress_density,source
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,21,Verse 1,Gunna,I got the sweetest sauce like jelly,confident,,11|0.64|23,jelly,lly,9,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,22,Verse 1,Gunna,"Try disrespect me, you all get beheaded",confident,,11|0.64|24,beheaded,ded,11,0.727272727272727,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,23,Verse 1,Gunna,"I got the drip, they call me Dripavelli",confident,,11|0.73|25,dripavelli,lli,11,0.636363636363636,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,24,Verse 1,Gunna,"I held him down, that nigga was my celly",confident,,11|0.82|26,celly,lly,11,0.818181818181818,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,25,Verse 1,Gunna,"Fuck you fuck niggas, devil made me heartless",confident,,12|0.67|27,heartless,ess,11,0.727272727272727,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,26,Verse 1,Gunna,"Thank God, came and got me, used to shop at Target",confident,,14|0.79|28,target,get,12,0.833333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,27,Verse 1,Gunna,They cut out the coupe before we hit the market,confident,,14|0.71|29,market,ket,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,28,Verse 1,Gunna,We don't pack our bags 'cause we gon' shop regardless,confident,,13|0.77|30,regardless,ess,13,0.692307692307692,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,29,Verse 1,Gunna,"Backend, I'm back in, paid up for the party",confident,,11|0.82|31,party,rty,11,0.727272727272727,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,30,Verse 1,Gunna,I done came a long way from openin' up for Carti,confident,,16|0.69|32,carti,rti,14,0.714285714285714,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,31,Verse 1,Gunna,Shades and my bracelets Cartier Carti,luxurious,aspirational,11|0.55|33,carti,rti,10,0.5,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,32,Verse 1,Gunna,"Police's cases, all that we avoidin'",paranoid,anxious,11|0.55|34,avoidin',din,11,0.545454545454545,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,33,Verse 1,Gunna,The lean in my cup gettin' more and more muddy,confident,,14|0.71|35,muddy,ddy,12,0.583333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,34,Verse 1,Gunna,"I shown all my love, I've never been a bully",confident,,14|0.71|36,bully,lly,12,0.75,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,35,Verse 1,Gunna,Got every color VLONE hoodie,confident,,10|0.5|37,hoodie,die,8,0.625,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,36,Verse 1,Gunna,Just jumped in the game and still I ain't no rookie,confident,,14|0.79|38,rookie,kie,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,37,Verse 1,Gunna,"I got this sauce, cream and puddin'",confident,,9|0.78|39,puddin',din,8,0.75,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,38,Verse 1,Gunna,"I came with the drip, got everybody lookin'",confident,,14|0.57|40,lookin',kin,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,39,Verse 1,Gunna,"Cherish your blessings, easily could be tooken",confident,,12|0.58|41,tooken,ken,12,0.583333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,40,Verse 1,Gunna,"Send a front in, it's easy to get a book in",confident,,12|0.92|42,in,in,12,0.583333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,41,Verse 1,Gunna,See rap shows near New York,luxurious,aspirational,6|1.0|43,york,ork,6,1.0,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,42,Chorus,Gunna,"You niggas bogus, I see the imposers",confident,,11|0.64|3,imposers,ers,11,0.545454545454545,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,43,Chorus,Gunna,"I used to sell yola, trap on Motorolla",luxurious,aspirational,13|0.62|4,motorolla,lla,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,44,Chorus,Gunna,"Spittin' these vocals, labels think I wrote it",confident,,13|0.62|5,it,it,11,0.727272727272727,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,45,Chorus,Gunna,"Slippery wet paints, the coupes are candy-coated",confident,,14|0.57|56,coated,ted,12,0.583333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,46,Chorus,Gunna,"Just left the bank, I need a bag to hold this",confident,,11|1.0|57,this,his,11,0.818181818181818,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,47,Chorus,Gunna,The streets like a farm 'cause all we ride is horses,confident,,15|0.73|58,horses,ses,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,48,Chorus,Gunna,"Let my face tell it, we done made a fortune",confident,,15|0.67|59,fortune,une,11,0.818181818181818,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,49,Chorus,Gunna,I'm ridin' with my dawg and he ain't gotta question,confident,,13|0.77|10,question,ion,13,0.692307692307692,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,50,Verse 2,Lil Baby,"Yeah, cash all my backends, I bought me a Patek",luxurious,aspirational,12|0.83|61,patek,tek,12,0.833333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,51,Verse 2,Lil Baby,"Addicted to cabbage, the money relax me",luxurious,aspirational,13|0.54|62,me,me,12,0.5,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,52,Verse 2,Lil Baby,"My mom and them happy, I bought them a mansion",confident,,12|0.83|63,mansion,ion,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,53,Verse 2,Lil Baby,"I still rock the fitted, but I don't be cappin' (Skrrt)",confident,,13|0.83|64,skrrt,rrt,13,0.769230769230769,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,54,Verse 2,Lil Baby,These camouflage denim like I just went campin',confident,,15|0.53|65,campin',pin,12,0.75,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,55,Verse 2,Lil Baby,"They still can't believe that I made it, they happy",confident,,14|0.71|66,happy,ppy,12,0.833333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,56,Verse 2,Lil Baby,I been gettin' money before I was rappin',luxurious,aspirational,13|0.62|67,rappin',pin,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,57,Verse 2,Lil Baby,I'm ridin' in the Wraith like I play with the actors,confident,,14|0.79|68,actors,ors,13,0.615384615384615,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,58,Verse 2,Lil Baby,"No pleadin', arraignment, ain't takin' no charges",confident,,12|0.58|69,charges,ges,12,0.583333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,59,Verse 2,Lil Baby,"My young nigga's solid, I know that he got me",confident,,12|0.83|70,me,me,12,0.833333333333333,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,60,Verse 2,Lil Baby,"He keep his mouth closed, I'ma buy him a foreign",confident,,13|0.77|71,foreign,ign,12,0.75,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,61,Verse 2,Lil Baby,"Penthouse, hotel suite whenever we're tourin'",confident,,14|0.43|72,tourin',rin,11,0.636363636363636,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,62,Verse 2,Lil Baby,"How foreign my tint is, I still rock the Jordan",confident,,12|0.83|73,jordan,dan,12,0.75,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,63,Verse 2,Lil Baby,"Packin' out shows, love my fans, they important",confident,,12|0.67|74,important,ant,11,0.818181818181818,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,64,Verse 2,Lil Baby,"And I'm still in the trap, in the hood like a motor",gritty,defiant,14|0.86|75,motor,tor,13,0.461538461538462,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,65,Verse 2,Lil Baby,"Spend thousands on fragrance, she fuckin' my odor",confident,,13|0.62|76,odor,dor,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,66,Verse 2,Lil Baby,"I just started rappin', I made me some millions",confident,,14|0.64|77,millions,ons,12,0.75,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,67,Verse 2,Lil Baby,"Man, shout out Atlanta, I'm runnin' my city",confident,,12|0.67|78,city,ity,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,68,Verse 2,Lil Baby,"These bracelets came healthy, they cost me a 50",confident,,13|0.62|79,a,,10,0.7,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,69,Verse 2,Lil Baby,"I leveled it up, I've been handlin' business",confident,,14|0.57|80,business,ess,11,0.727272727272727,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,70,Verse 2,Lil Baby,"Gettin' 20 a night, every day, different city",confident,,13|0.54|81,city,ity,13,0.461538461538462,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,71,Verse 2,Lil Baby,I just keep puttin' this syrup in my kidneys,confident,,12|0.75|82,kidneys,eys,12,0.666666666666667,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,72,Verse 2,Lil Baby,"This the big one, boy, this not the Jubilee (Jubilee)",confident,,15|0.67|83,jubilee,lee,14,0.714285714285714,definitions
Belly,Lil Baby & Gunna,Drip Harder,Turbo & Ghetto Guitar,2018-10-05,,73,Verse 2,Lil Baby,"I got Gunna with me, rockin' VLONE, Supreme (Yeah, yeah)",aggressive,dominant,15|0.67|84,yeah,eah,13,0.769230769230769,definitions
Deep End,Lil Baby,Drip Harder,"Quay Global, Loso (Producer)",2018-10-05,Gunna,1,Intro,Lil Baby,"Cook that shit up, Quay",,,,,,,,lyrics
Deep End,Lil Baby,Drip Harder,"Quay Global, Loso (Producer)",2018-10-05,Gunna,2,Intro,Lil Baby,I know they ain't feelin' my pain,,,,,,,,lyrics
Deep End,Lil Baby,Drip Harder,"Quay Global, Loso (Producer)",2018-10-05,Gunna,3,Intro,Lil Baby,"I got codeine inside my veins, yeah",,,,,,,,lyrics
Deep End,Lil Baby,Drip Harder,"Quay Global, Loso (Producer)",2018-10-05,Gunna,4,Chorus,Lil Baby,"I don't know who gassed you niggas up, go get a refill",,,,,,,,lyrics
Deep End,Lil Baby,Drip Harder,"Quay Global, Loso (Producer)",2018-10-05,Gunna,5,Chorus,Lil Baby,"We got them sticks, we in the field, we playing defense",,,,,,,,lyrics
Deep End,Lil Baby,Drip Harder,"Quay Global, Loso (Producer)",2018-10-05,Gunna,6,Chorus,Lil Baby,"He got his ratchet, no life jacket, ready to dive in",,,,,,,,lyrics
Deep End,Lil Baby,Drip Harder,"Quay Global, Loso (Producer)",2018-10-05,Gunna,7,Chorus,Lil Baby,"Lil homie thuggin', he can't even swim, he in the deep end",,,,,,,,lyrics
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,1,Intro,Gunna,Wheezy outta here,confident,,6|0.5|1,here,rms,5,0.6,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,2,Chorus,Gunna,Ridin' that horse like a foreign (Skrrt),confident,,11|0.6|2,skrrt,rms,9,0.666666666666667,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,3,Chorus,Gunna,VS1 stone in my charms (Stone),confident,,8|0.71|3,stone,rms,7,0.857142857142857,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,4,Chorus,Gunna,No weapon shall ever be formed (No),confident,,10|0.7|38,no,rms,9,0.777777777777778,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,5,Chorus,Gunna,Tattoos on my neck and my arms (Arms),confident,,9|0.89|39,arms,rms,9,0.888888888888889,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,6,Chorus,Gunna,Got garments that's never been worn (Nope),confident,,10|0.7|40,nope,rms,9,0.777777777777778,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,7,Chorus,Gunna,Got a dime bitch the same color orange (Orange),confident,,16|0.56|41,orange,rms,12,0.583333333333333,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,8,Chorus,Gunna,"YSL the gang, come and join (YSL)",confident,,8|0.88|8,ysl,rms,7,0.714285714285714,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,9,Chorus,Gunna,Stay down and the world gon' be yours (Stay down),confident,,10|1.0|43,down,rms,10,0.8,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,10,Verse 1,Gunna,"My foot on they neck, her pussy stay wet",confident,,10|0.9|10,wet,rms,10,0.9,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,11,Verse 1,Gunna,"Put nut on her breasts, Gunna triple X",aggressive,dominant,10|0.78|11,x,rms,10,0.8,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,12,Verse 1,Gunna,"Cough syrup back-to-back, I hardly get rest",confident,,11|0.82|12,rest,rms,11,0.818181818181818,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,13,Verse 1,Gunna,"I fucked her like Thugger, just want me some sex",confident,,14|0.71|13,sex,rms,11,0.909090909090909,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,14,Verse 1,Gunna,"I'm never sober, too much of this red",confident,,10|0.8|14,red,rms,10,0.8,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,15,Verse 1,Gunna,"Designer my cover, I drip in the bed",confident,,11|0.73|15,bed,rms,11,0.545454545454545,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,16,Verse 1,Gunna,"Bring me a runner, I need rubber bands (Need rubber bands)",luxurious,aspirational,14|0.79|16,bands,rms,14,0.714285714285714,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,17,Verse 1,Gunna,Lot of blue cheese and I don't want the ranch,confident,,11|0.91|17,ranch,rms,10,0.8,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,18,Verse 1,Gunna,"I'm a rockstar, I play with these bands",luxurious,aspirational,10|0.8|18,bands,rms,9,0.888888888888889,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,19,Verse 1,Gunna,Come watch me blow through these racks like a fan (Racks like a fan),luxurious,aspirational,18|0.78|19,fan,rms,14,0.857142857142857,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,20,Verse 1,Gunna,"I just went got out, I'm back at it again",confident,,11|0.91|20,again,rms,11,0.909090909090909,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,21,Verse 1,Gunna,"The two-door coupe new, I'm still waitin' on a tag (Yeah)",confident,,14|0.86|21,yeah,rms,13,0.769230769230769,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,22,Verse 1,Gunna,"Rackades, I had to invest in a bag (Uh)",confident,,12|0.75|22,uh,rms,12,0.666666666666667,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,23,Verse 1,Gunna,"Live the good life, all my bitches is bad (My bitch bad)",confident,,15|0.8|23,bad,rms,13,0.846153846153846,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,24,Verse 1,Gunna,"Take the price up, watch how niggas get mad (Uh)",luxurious,aspirational,13|0.77|24,uh,rms,11,0.818181818181818,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,25,Verse 1,Gunna,"Biscotti Backwoods, stopped smokin' the grass",confident,,11|0.55|25,grass,rms,10,0.6,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,26,Chorus,Gunna,Ridin' that horse like a foreign (Skrrt),confident,,11|0.6|2,skrrt,rms,9,0.666666666666667,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,27,Chorus,Gunna,VS1 stone in my charms (Stone),confident,,8|0.71|3,stone,rms,7,0.857142857142857,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,28,Chorus,Gunna,No weapon shall ever be formed (No),confident,,10|0.7|38,no,rms,9,0.777777777777778,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,29,Chorus,Gunna,Tattoos on my neck and my arms (Arms),confident,,9|0.89|39,arms,rms,9,0.888888888888889,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,30,Chorus,Gunna,Got garments that's never been worn (Nope),confident,,10|0.7|40,nope,rms,9,0.777777777777778,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,31,Chorus,Gunna,Got a dime bitch the same color orange (Orange),confident,,16|0.56|41,orange,rms,12,0.583333333333333,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,32,Chorus,Gunna,"YSL the gang, come and join us (YSL)",confident,,9|0.89|42,ysl,rms,8,0.75,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,33,Chorus,Gunna,Stay down and the world gon' be yours (Stay down),confident,,10|1.0|43,down,rms,10,0.8,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,34,Verse 2,Gunna,"V-neck G-STAR, coupe got On-Star (Uh)",confident,,8|0.88|44,uh,rms,9,1.0,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,35,Verse 2,Gunna,"Syrup make me slop, I sip that raw (Uh)",confident,,11|0.82|45,uh,rms,10,0.9,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,36,Verse 2,Gunna,"Life of a slime, Im loco fasho (Slime)",confident,,13|0.62|46,slime,rms,10,0.7,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,37,Verse 2,Gunna,"Your girlfriend a dime, I might fuck her raw (Uh)",confident,,12|0.83|47,uh,rms,11,0.909090909090909,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,38,Verse 2,Gunna,"I lost my patience, I took that boy off",confident,,11|0.82|48,off,rms,10,0.9,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,39,Verse 2,Gunna,"They think I'm racist, my white gon' be Off",confident,,11|0.82|49,off,rms,10,0.9,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,40,Verse 2,Gunna,"Your diamonds fugazi, don't none of it cost",luxurious,aspirational,12|0.67|50,cost,rms,11,0.727272727272727,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,41,Verse 2,Gunna,"Whip that double R crazy, won't do me like Ross (No)",celebratory,confident,14|0.77|51,no,rms,13,0.846153846153846,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,42,Verse 2,Gunna,"Cherish my freedom, don't live by the law",confident,,11|0.73|52,law,rms,10,0.7,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,43,Verse 2,Gunna,If my brothers get rich it's gon' be all my fault (Be all my fault),luxurious,aspirational,16|0.94|53,fault,rms,16,0.9375,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,44,Verse 2,Gunna,"Cash speak for itself, so I barely can talk (Barely can talk)",confident,,17|0.71|54,talk,rms,15,0.866666666666667,definitions
World Is Yours,Gunna,Drip Harder,Wheezy & B-Rackz,2018-10-05,Lil Baby,45,Verse 2,Gunna,My shirt match the belt and the belt match my drawers,confident,,12|0.92|55,drawers,rms,11,0.727272727272727,definitions
